"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"1118","Troy Terry","ANA","R","23","1997-09-10","Denver","CO","USA","USA","73","180","2015","ANA","5","27","148"
"877","Tucker Poolman","WPG","D","27","1993-06-08","Dubuque","IA","USA","USA","74","199","2013","WPG","5","6","127"
"65","Tuomo Ruutu","N.J","L","38","1983-02-16","Vantaa","","FIN","FIN","72","200","2001","CHI","1","9","9"
"749","Turner Elson","CGY","C","28","1992-09-13","New Westminster","BC","CAN","CAN","72","195","-","-","-","-","-"
"698","Ty Rattie","CAR, EDM, STL","R","28","1993-02-05","Calgary","AB","CAN","CAN","71","183","2011","STL","2","2","32"
"582","Tye McGinn","T.B","L","30","1990-07-29","Fergus","ON","CAN","CAN","75","218","2010","PHI","4","29","119"
"925","Tyler Bertuzzi","DET","L","26","1995-02-24","Sudbury","ON","CAN","CAN","72","199","2013","DET","2","28","58"
"445","Tyler Bozak","TOR","C","35","1986-03-19","Regina","SK","CAN","CAN","73","199","-","-","-","-","-"
"396","Tyler Ennis","BUF, MIN","C, L","31","1989-10-06","Edmonton","AB","CAN","CAN","69","161","2008","BUF","1","26","26"
"962","Tyler Gaudet","ARI","C","27","1993-04-04","Hamilton","ON","CAN","CAN","75","217","-","-","-","-","-"
"660","Tyler Graovac","MIN, WSH","C","27","1993-04-27","Brampton","ON","CAN","CAN","77","208","2011","MIN","7","10","191"
"441","Tyler Johnson","T.B","C","30","1990-07-29","Spokane","WA","USA","USA","68","185","-","-","-","-","-"
"193","Tyler Kennedy","N.J","C","34","1986-07-15","Sault Ste. Marie","ON","CAN","CAN","71","185","2004","PIT","4","1","99"
"875","Tyler Motte","CBJ, CHI, VAN","C, L","26","1995-03-10","St. Clair","MI","USA","USA","70","192","2013","CHI","4","30","121"
"388","Tyler Myers","WPG","D","31","1990-02-01","Houston","TX","USA","CAN","80","229","2008","BUF","1","12","12"
"562","Tyler Pitlick","DAL, EDM","C, R","29","1991-11-01","Minneapolis","MN","USA","USA","74","200","2010","EDM","2","1","31"
"517","Tyler Randell","BOS","R","29","1991-06-15","Scarborough","ON","CAN","CAN","73","198","2009","BOS","6","25","176"
"592","Tyler Seguin","DAL","C","29","1992-01-31","Brampton","ON","CAN","CAN","73","200","2010","BOS","1","2","2"
"548","Tyler Toffoli","L.A","C","28","1992-04-24","Scarborough","ON","CAN","CAN","72","198","2010","L.A","2","17","47"
"718","Tyler Wotherspoon","CGY","D","28","1993-03-12","Burnaby","BC","CAN","CAN","74","207","2011","CGY","2","27","57"
"882","Tyrell Goulbourne","PHI","L","27","1994-01-26","Edmonton","AB","CAN","CAN","71","195","2013","PHI","3","11","72"
"484","Tyson Barrie","COL","D","29","1991-07-26","Victoria","BC","CAN","CAN","70","197","2009","COL","3","3","64"
"1144","Tyson Jost","COL","C","23","1998-03-14","St. Albert","AB","CAN","CAN","71","187","2016","COL","1","10","10"
"149","Tyson Strachan","MIN","D","36","1984-10-30","Melfort","SK","CAN","CAN","75","210","2003","CAR","5","1","137"
"1164","Vadim Shipachyov","VGK","C","34","1987-03-12","Cherepovets","","RUS","RUS","72","187","-","-","-","-","-"
"911","Valentin Zykov","CAR","L","25","1995-05-15","St. Petersburg","","RUS","RUS","73","220","2013","L.A","2","7","37"
"939","Valeri Nichushkin","DAL","R","26","1995-03-04","Chelyabinsk","","RUS","RUS","76","210","2013","DAL","1","10","10"
"92","Valtteri Filppula","PHI, T.B","C","37","1984-03-20","Vantaa","","FIN","FIN","72","189","2002","DET","3","32","95"
"87","Vernon Fiddler","DAL, N.J, NSH","C, L","40","1980-05-09","Edmonton","AB","CAN","CAN","71","205","-","-","-","-","-"
"1165","Victor Antipin","BUF","D","28","1992-12-06","Ust-Kamenogorsk","","KAZ","RUS","71","175","-","-","-","-","-"
"307","Victor Bartley","MTL, NSH","D","33","1988-02-17","Ottawa","ON","CAN","CAN","72","217","-","-","-","-","-"
"1188","Victor Ejdsell","CHI","C","25","1995-06-06","Karlstad","","SWE","SWE","77","214","-","-","-","-","-"
"461","Victor Hedman","T.B","D","30","1990-12-18","Ornskoldsvik","","SWE","SWE","78","241","2009","T.B","1","2","2"
"1145","Victor Mete","MTL","D","22","1998-06-07","Woodbridge","ON","CAN","CAN","69","184","2016","MTL","4","9","100"
"706","Victor Rask","CAR","C","28","1993-03-01","Leksand","","SWE","SWE","74","195","2011","CAR","2","12","42"
"1030","Viktor Arvidsson","NSH","L","27","1993-04-08","Skellefteå","","SWE","SWE","69","180","2014","NSH","4","22","112"
"849","Viktor Loov","TOR","D","28","1992-11-16","Sodertalje","","SWE","SWE","73","216","2012","TOR","7","28","209"
"286","Viktor Stalberg","CAR, NYR, OTT","L","35","1986-01-17","Gothenburg","","SWE","SWE","75","209","2006","TOR","6","8","161"
"869","Viktor Svedberg","CHI","D","29","1991-05-24","Gothenburg","","SWE","SWE","80","238","-","-","-","-","-"
"395","Viktor Tikhonov","ARI, CHI","R","32","1988-05-12","Riga","","LVA","RUS","74","189","2008","PHX","1","28","28"
"1060","Vince Dunn","STL","D","24","1996-10-29","Mississauga","ON","CAN","CAN","72","203","2015","STL","2","26","56"
"20","Vincent Lecavalier","L.A, PHI","C","40","1980-04-21","Ile Bizard","QC","CAN","CAN","76","215","1998","T.B","1","1","1"
"673","Vincent Trocheck","FLA","C","27","1993-07-11","Pittsburgh","PA","USA","USA","70","183","2011","FLA","3","3","64"
"1167","Vinni Lettieri","NYR","C","26","1995-02-06","Excelsior","MN","USA","USA","71","185","-","-","-","-","-"
"841","Vinnie Hinostroza","CHI","C, L","26","1994-04-03","Chicago","IL","USA","USA","69","177","2012","CHI","6","18","169"
"238","Vladimir Sobotka","STL","L","33","1987-07-02","Trebic","","CZE","CZE","70","191","2005","BOS","4","15","106"
"575","Vladimir Tarasenko","STL","R","29","1991-12-13","Yaroslavl","","RUS","RUS","72","225","2010","STL","1","16","16"
"1015","Vladislav Kamenev","COL, NSH","C, L","24","1996-08-12","Orsk","","RUS","RUS","74","194","2014","NSH","2","12","42"
"745","Vladislav Namestnikov","NYR, T.B","C","28","1992-11-22","Zhukovskiy","","RUS","RUS","71","183","2011","T.B","1","27","27"
"1110","Vojtech Mozik","N.J","D","28","1992-12-26","Prague","","CZE","CZE","75","188","-","-","-","-","-"
"510","Wade Megan","STL","C","30","1990-07-22","Canton","NY","USA","USA","73","191","2009","FLA","5","17","138"
"1022","Warren Foegele","CAR","L","24","1996-04-01","Markham","ON","CAN","CAN","74","198","2014","CAR","3","7","67"
"369","Wayne Simmonds","PHI","R","32","1988-08-26","Scarborough","ON","CAN","CAN","74","185","2007","L.A","2","31","61"
"876","Will Butcher","N.J","D","26","1995-01-06","Sun Prairie","WI","USA","USA","70","190","2013","COL","5","2","123"
"269","Will O'Neill","PHI","D","32","1988-04-28","Boston","MA","USA","USA","73","190","2006","ATL","7","27","210"
"924","William Carrier","BUF, VGK","L","26","1994-12-20","LaSalle","QC","CAN","CAN","74","218","2013","STL","2","27","57"
"714","William Karlsson","CBJ, VGK","C","28","1993-01-08","Marsta","","SWE","SWE","73","191","2011","ANA","2","23","53"
"989","William Nylander","TOR","C","24","1996-05-01","Calgary","AB","CAN","SWE","72","196","2014","TOR","1","8","8"
"10","Willie Mitchell","FLA","D","43","1977-04-23","Port McNeill","BC","CAN","CAN","75","210","1996","N.J","8","10","199"
"712","Xavier Ouellet","DET","D","27","1993-07-29","Bayonne","","FRA","FRA","73","199","2011","DET","2","18","48"
"770","Yanni Gourde","T.B","C","29","1991-12-15","Saint-Narcisse","QC","CAN","CAN","69","173","-","-","-","-","-"
"355","Yannick Weber","NSH, VAN","D","32","1988-09-23","Morges","","CHE","CHE","71","200","2007","MTL","3","12","73"
"1157","Yohann Auvitu","EDM, N.J","D","31","1989-07-27","Ivry-sur-Seine","","FRA","FRA","71","187","-","-","-","-","-"
"403","Zac Dalpe","CBJ, MIN","C","31","1989-11-01","Paris","ON","CAN","CAN","74","194","2008","CAR","2","15","45"
"432","Zac Rinaldo","ARI, BOS","C","30","1990-06-15","Mississauga","ON","CAN","CAN","70","192","2008","PHI","6","27","178"
"1166","Zach Aston-Reese","PIT","C","26","1994-08-10","Staten Island","NY","USA","USA","72","204","-","-","-","-","-"
"382","Zach Bogosian","BUF","D","30","1990-07-15","Massena","NY","USA","USA","75","200","2008","ATL","1","3","3"
"586","Zach Hyman","TOR","C","28","1992-06-09","Toronto","ON","CAN","CAN","73","211","2010","FLA","5","3","123"
"129","Zach Parise","MIN","L","36","1984-07-28","Minneapolis","MN","USA","USA","71","193","2003","N.J","1","17","17"
"434","Zach Redmond","BUF, COL, MTL","D","32","1988-07-26","Traverse City","MI","USA","USA","74","212","2008","ATL","7","3","184"
"926","Zach Sanford","STL, WSH","L","26","1994-11-09","Salem","MA","USA","USA","76","207","2013","WSH","2","31","61"
"446","Zach Sill","WSH","C","32","1988-05-24","Truro","NS","CAN","CAN","72","214","-","-","-","-","-"
"618","Zach Trotman","BOS, PIT","D","30","1990-08-26","Carmel","IN","USA","USA","75","217","2010","BOS","7","30","210"
"1081","Zach Werenski","CBJ","D","23","1997-07-19","Grosse Pointe","MI","USA","USA","74","218","2015","CBJ","1","8","8"
"1196","Zach Whitecloud","VGK","D","24","1996-11-28","Brandon","MB","CAN","CAN","74","211","-","-","-","-","-"
"471","Zack Kassian","EDM","R","30","1991-01-24","Windsor","ON","CAN","CAN","75","211","2009","BUF","1","13","13"
"756","Zack Mitchell","MIN","R","28","1993-01-07","Orangeville","ON","CAN","CAN","73","188","-","-","-","-","-"
"373","Zack Smith","OTT","C, L","32","1988-04-05","Maple Creek","SK","CAN","CAN","74","208","2008","OTT","3","18","79"
"88","Zbynek Michalek","ARI","D","38","1982-12-23","Jindrichuv Hradec","","CZE","CZE","74","210","-","-","-","-","-"
"8","Zdeno Chara","BOS","D","44","1977-03-18","Trencin","","SVK","SVK","81","250","1996","NYI","3","4","56"
"790","Zemgus Girgensons","BUF","C","27","1994-01-05","Riga","","LVA","LVA","74","213","2012","BUF","1","14","14"
